ID_Venta,Fecha,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Total_Venta,Canal
3258,2025-06-26,C0993,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
3259,2025-05-21,C0749,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
3260,2025-02-18,C0605,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3261,2025-02-15,C0005,Zapatos Casual,Calzado,2,150000,300000,Web
3262,2025-04-23,C0668,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
3263,2025-05-16,C0757,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
3264,2025-02-12,C0872,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
3265,2025-05-28,C0081,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3266,2025-05-04,C0247,Zapatos Casual,Calzado,2,150000,300000,Marketplace
3267,2025-04-07,C0855,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
3268,2025-03-31,C0493,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3269,2025-02-08,C0649,Bolso de Cuero,Accesorios,4,175000,700000,Web
3270,2025-03-26,C0386,Gorra Negra,Accesorios,5,35000,175000,Web
3271,2025-06-26,C0575,Bolso de Cuero,Accesorios,2,175000,350000,Web
3272,2025-03-03,C0992,Tenis Running,Calzado,5,200000,1000000,Marketplace
3273,2025-04-16,C0307,Zapatos Casual,Calzado,2,150000,300000,Web
3274,2025-04-17,C0628,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
3275,2025-02-23,C0625,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3276,2025-05-06,C0543,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
3277,2025-01-09,C0007,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3278,2025-03-29,C0926,Gorra Negra,Accesorios,4,35000,140000,Web
3279,2025-02-06,C0954,Zapatos Casual,Calzado,2,150000,300000,Marketplace
3280,2025-02-18,C0515,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
3281,2025-02-10,C0819,Tenis Running,Calzado,2,200000,400000,Marketplace
3282,2025-01-17,C0755,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
3283,2025-03-29,C0568,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3284,2025-01-21,C0073,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
3285,2025-02-20,C0010,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
3286,2025-02-28,C0573,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
3287,2025-06-16,C0562,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
3288,2025-02-10,C0122,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3289,2025-02-08,C0687,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3290,2025-05-21,C0986,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3291,2025-01-11,C0513,Camiseta Blanca,Ropa Hombre,3,40000,120000,RedesSociales
3292,2025-05-27,C0990,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
3293,2025-05-19,C0441,Zapatos Casual,Calzado,4,150000,600000,Web
3294,2025-03-18,C0038,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
3295,2025-05-07,C0702,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
3296,2025-02-15,C0591,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3297,2025-02-14,C0345,Tenis Running,Calzado,3,200000,600000,Web
3298,2025-01-01,C0966,Tenis Running,Calzado,3,200000,600000,Marketplace
3299,2025-06-17,C0338,Bolso de Cuero,Accesorios,4,175000,700000,Web
3300,2025-04-18,C0961,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
3301,2025-01-19,C0702,Camiseta Blanca,Ropa Hombre,1,40000,40000,Marketplace
3302,2025-03-17,C0184,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3303,2025-03-13,C0067,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
3304,2025-04-19,C0017,Bolso de Cuero,Accesorios,3,175000,525000,RedesSociales
3305,2025-01-12,C0383,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3306,2025-06-10,C0368,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
3307,2025-02-14,C0904,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
3308,2025-03-31,C0316,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3309,2025-04-13,C0497,Zapatos Casual,Calzado,1,150000,150000,Marketplace
3310,2025-01-08,C0808,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
3311,2025-06-02,C0721,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
3312,2025-04-01,C0345,Zapatos Casual,Calzado,4,150000,600000,Web
3313,2025-06-23,C0958,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
3314,2025-03-28,C0553,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
3315,2025-06-07,C0908,Jeans Azul,Ropa Mujer,1,120000,120000,Web
3316,2025-06-24,C0989,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
3317,2025-06-26,C0473,Zapatos Casual,Calzado,4,150000,600000,Marketplace
3318,2025-06-24,C0115,Tenis Running,Calzado,1,200000,200000,Web
3319,2025-03-25,C0100,Camiseta Blanca,Ropa Hombre,1,40000,40000,RedesSociales
3320,2025-03-23,C0885,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
3321,2025-05-26,C0438,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3322,2025-03-09,C0345,Tenis Running,Calzado,2,200000,400000,RedesSociales
3323,2025-06-10,C0349,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
3324,2025-05-07,C0139,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
3325,2025-06-13,C0828,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
3326,2025-03-23,C0324,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3327,2025-05-27,C0846,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
3328,2025-06-05,C0302,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3329,2025-06-17,C0294,Gorra Negra,Accesorios,5,35000,175000,RedesSociales
3330,2025-03-25,C0957,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
3331,2025-04-23,C0529,Tenis Running,Calzado,1,200000,200000,Marketplace
3332,2025-03-17,C0834,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
3333,2025-05-02,C0968,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
3334,2025-05-23,C0292,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
3335,2025-02-10,C0074,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
3336,2025-06-16,C0775,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
3337,2025-01-02,C0484,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
3338,2025-01-29,C0016,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
3339,2025-04-15,C0526,Zapatos Casual,Calzado,2,150000,300000,Web
3340,2025-02-20,C0336,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3341,2025-03-16,C0793,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3342,2025-01-10,C0873,Vestido Rojo,Ropa Mujer,3,180000,540000,RedesSociales
3343,2025-05-22,C0516,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3344,2025-02-20,C0925,Gorra Negra,Accesorios,5,35000,175000,Marketplace
3345,2025-04-28,C0127,Camiseta Negra,Ropa Hombre,4,45000,180000,RedesSociales
3346,2025-05-01,C0824,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3347,2025-02-08,C0518,Gorra Negra,Accesorios,3,35000,105000,Web
3348,2025-01-28,C0129,Gorra Negra,Accesorios,3,35000,105000,Web
3349,2025-01-03,C0511,Zapatos Casual,Calzado,4,150000,600000,Web
3350,2025-03-25,C0423,Zapatos Casual,Calzado,2,150000,300000,Marketplace
3351,2025-06-04,C0385,Tenis Running,Calzado,2,200000,400000,Web
3352,2025-04-27,C0883,Zapatos Casual,Calzado,1,150000,150000,Marketplace
3353,2025-01-02,C0232,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
3354,2025-04-03,C0959,Tenis Running,Calzado,4,200000,800000,Web
3355,2025-06-15,C0825,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3356,2025-05-11,C0195,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
3357,2025-05-24,C0065,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3358,2025-04-04,C0833,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
3359,2025-02-09,C0615,Gorra Negra,Accesorios,2,35000,70000,Marketplace
3360,2025-01-02,C0277,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
3361,2025-03-22,C0670,Tenis Running,Calzado,4,200000,800000,RedesSociales
3362,2025-06-18,C0224,Jeans Azul,Ropa Mujer,5,120000,600000,Web
3363,2025-01-12,C0801,Gorra Negra,Accesorios,4,35000,140000,Web
3364,2025-06-12,C0944,Sudadera Deportiva,Ropa Unisex,3,95000,285000,RedesSociales
3365,2025-03-06,C0278,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3366,2025-02-24,C0990,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3367,2025-02-14,C0694,Chaqueta Jeans,Ropa Unisex,4,220000,880000,RedesSociales
3368,2025-04-11,C0366,Bolso de Cuero,Accesorios,4,175000,700000,Web
3369,2025-03-03,C0516,Zapatos Casual,Calzado,1,150000,150000,Web
3370,2025-02-18,C0215,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
3371,2025-05-07,C0439,Bolso de Cuero,Accesorios,4,175000,700000,Web
3372,2025-06-02,C0428,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
3373,2025-01-23,C0729,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3374,2025-06-01,C0396,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3375,2025-02-07,C0209,Tenis Running,Calzado,1,200000,200000,Web
3376,2025-01-28,C0501,Camiseta Blanca,Ropa Hombre,1,40000,40000,RedesSociales
3377,2025-01-21,C0463,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3378,2025-04-17,C0586,Camiseta Negra,Ropa Hombre,4,45000,180000,Marketplace
3379,2025-05-26,C0227,Gorra Negra,Accesorios,1,35000,35000,RedesSociales
3380,2025-06-13,C0375,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
3381,2025-04-09,C0500,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
3382,2025-06-22,C0948,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
3383,2025-04-29,C0093,Camiseta Blanca,Ropa Hombre,3,40000,120000,RedesSociales
3384,2025-03-14,C0460,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
3385,2025-06-30,C0577,Chaqueta Jeans,Ropa Unisex,2,220000,440000,RedesSociales
3386,2025-05-02,C0321,Zapatos Casual,Calzado,4,150000,600000,Marketplace
3387,2025-01-30,C0010,Gorra Negra,Accesorios,1,35000,35000,Web
3388,2025-04-18,C0914,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
3389,2025-04-08,C0303,Chaqueta Jeans,Ropa Unisex,1,220000,220000,RedesSociales
3390,2025-02-01,C0322,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
3391,2025-06-05,C0817,Zapatos Casual,Calzado,1,150000,150000,Web
3392,2025-06-21,C0456,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3393,2025-03-20,C0278,Zapatos Casual,Calzado,3,150000,450000,Web
3394,2025-02-10,C0598,Tenis Running,Calzado,1,200000,200000,Web
3395,2025-03-04,C0538,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3396,2025-01-23,C0730,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3397,2025-04-14,C0393,Gorra Negra,Accesorios,2,35000,70000,Web
3398,2025-03-16,C0917,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
3399,2025-02-17,C0095,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
3400,2025-06-09,C0756,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3401,2025-02-26,C0959,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3402,2025-04-28,C0107,Chaqueta Jeans,Ropa Unisex,4,220000,880000,RedesSociales
3403,2025-04-10,C0390,Tenis Running,Calzado,2,200000,400000,Web
3404,2025-05-04,C0760,Zapatos Casual,Calzado,5,150000,750000,Web
3405,2025-06-10,C0526,Tenis Running,Calzado,2,200000,400000,Web
3406,2025-06-01,C0673,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3407,2025-06-16,C0071,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
3408,2025-02-03,C0664,Tenis Running,Calzado,1,200000,200000,RedesSociales
3409,2025-06-05,C0969,Bolso de Cuero,Accesorios,4,175000,700000,Web
3410,2025-06-14,C0587,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
3411,2025-01-07,C0376,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
3412,2025-06-14,C0727,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
3413,2025-02-25,C0368,Jeans Azul,Ropa Mujer,4,120000,480000,Web
3414,2025-03-06,C0051,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
3415,2025-02-16,C0898,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3416,2025-05-28,C0143,Tenis Running,Calzado,1,200000,200000,Marketplace
3417,2025-01-19,C0419,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
3418,2025-06-06,C0548,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
3419,2025-05-26,C0500,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
3420,2025-06-12,C0886,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
3421,2025-06-20,C0988,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3422,2025-05-06,C0167,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3423,2025-05-19,C0748,Zapatos Casual,Calzado,3,150000,450000,Marketplace
3424,2025-02-18,C0260,Bolso de Cuero,Accesorios,4,175000,700000,Web
3425,2025-04-23,C0192,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3426,2025-02-07,C0202,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3427,2025-03-05,C0774,Zapatos Casual,Calzado,5,150000,750000,Marketplace
3428,2025-03-10,C0185,Bolso de Cuero,Accesorios,4,175000,700000,RedesSociales
3429,2025-05-16,C0158,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,RedesSociales
3430,2025-06-11,C0758,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3431,2025-06-25,C0622,Gorra Negra,Accesorios,3,35000,105000,Web
3432,2025-04-26,C0099,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
3433,2025-03-06,C0241,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3434,2025-01-31,C0491,Zapatos Casual,Calzado,4,150000,600000,RedesSociales
3435,2025-05-12,C0202,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
3436,2025-04-23,C0634,Vestido Rojo,Ropa Mujer,2,180000,360000,Marketplace
3437,2025-04-19,C0509,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
3438,2025-06-27,C0629,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
3439,2025-03-10,C0096,Tenis Running,Calzado,1,200000,200000,Marketplace
3440,2025-06-07,C0746,Bolso de Cuero,Accesorios,1,175000,175000,Web
3441,2025-04-30,C0490,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3442,2025-03-29,C0579,Zapatos Casual,Calzado,1,150000,150000,Marketplace
3443,2025-03-08,C0888,Sudadera Deportiva,Ropa Unisex,1,95000,95000,RedesSociales
3444,2025-03-16,C0218,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
3445,2025-02-14,C0527,Tenis Running,Calzado,4,200000,800000,Marketplace
3446,2025-01-04,C0273,Bolso de Cuero,Accesorios,4,175000,700000,Web
3447,2025-06-03,C0219,Gorra Negra,Accesorios,2,35000,70000,Web
3448,2025-06-04,C0786,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
3449,2025-06-23,C0883,Tenis Running,Calzado,5,200000,1000000,Marketplace
3450,2025-04-17,C0659,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3451,2025-02-20,C0332,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3452,2025-02-19,C0856,Gorra Negra,Accesorios,5,35000,175000,Web
3453,2025-01-06,C0453,Tenis Running,Calzado,2,200000,400000,Marketplace
3454,2025-02-28,C0152,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
3455,2025-05-05,C0347,Tenis Running,Calzado,5,200000,1000000,Web
3456,2025-05-23,C0816,Zapatos Casual,Calzado,2,150000,300000,Web
3457,2025-01-30,C0414,Zapatos Casual,Calzado,5,150000,750000,Web
3458,2025-06-19,C0527,Zapatos Casual,Calzado,2,150000,300000,Web
3459,2025-05-02,C0431,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
3460,2025-05-05,C0379,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
3461,2025-02-06,C0998,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
3462,2025-06-19,C0895,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
3463,2025-05-04,C0428,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
3464,2025-04-11,C0866,Zapatos Casual,Calzado,4,150000,600000,Marketplace
3465,2025-02-04,C0923,Zapatos Casual,Calzado,4,150000,600000,RedesSociales
3466,2025-03-28,C0084,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
3467,2025-05-14,C0192,Tenis Running,Calzado,4,200000,800000,Web
3468,2025-01-18,C0041,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3469,2025-04-23,C0864,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
3470,2025-01-29,C0836,Zapatos Casual,Calzado,3,150000,450000,Web
3471,2025-03-18,C0773,Tenis Running,Calzado,1,200000,200000,Web
3472,2025-02-28,C0309,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
3473,2025-06-24,C0378,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3474,2025-05-06,C0136,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
3475,2025-05-25,C0790,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3476,2025-04-19,C0106,Gorra Negra,Accesorios,2,35000,70000,Web
3477,2025-01-22,C0519,Bolso de Cuero,Accesorios,4,175000,700000,Web
3478,2025-03-09,C0918,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
3479,2025-03-10,C0814,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3480,2025-06-14,C0542,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
3481,2025-02-18,C0126,Tenis Running,Calzado,5,200000,1000000,RedesSociales
3482,2025-05-21,C0357,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
3483,2025-06-11,C0400,Chaqueta Jeans,Ropa Unisex,3,220000,660000,RedesSociales
3484,2025-04-19,C0079,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
3485,2025-03-27,C0389,Gorra Negra,Accesorios,4,35000,140000,RedesSociales
3486,2025-02-22,C0579,Tenis Running,Calzado,2,200000,400000,RedesSociales
3487,2025-05-03,C0535,Tenis Running,Calzado,2,200000,400000,RedesSociales
3488,2025-03-28,C0701,Chaqueta Jeans,Ropa Unisex,4,220000,880000,RedesSociales
3489,2025-06-28,C0074,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
3490,2025-05-11,C0005,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3491,2025-02-11,C0919,Gorra Negra,Accesorios,5,35000,175000,Web
3492,2025-04-08,C0463,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
3493,2025-06-09,C0082,Tenis Running,Calzado,4,200000,800000,Marketplace
3494,2025-04-19,C0537,Bolso de Cuero,Accesorios,1,175000,175000,Web
3495,2025-02-20,C0776,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
3496,2025-03-26,C0991,Bolso de Cuero,Accesorios,5,175000,875000,Web
3497,2025-06-23,C0405,Bolso de Cuero,Accesorios,2,175000,350000,Web
3498,2025-05-07,C0514,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
3499,2025-01-21,C0278,Gorra Negra,Accesorios,1,35000,35000,Web
3500,2025-02-13,C0840,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
3501,2025-05-19,C0855,Zapatos Casual,Calzado,3,150000,450000,RedesSociales
3502,2025-04-13,C0224,Tenis Running,Calzado,4,200000,800000,Marketplace
3503,2025-03-09,C0584,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
3504,2025-05-09,C0068,Bolso de Cuero,Accesorios,4,175000,700000,Web
3505,2025-04-02,C0320,Gorra Negra,Accesorios,1,35000,35000,Marketplace
3506,2025-01-24,C0606,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
3507,2025-05-05,C0019,Tenis Running,Calzado,3,200000,600000,Marketplace
3508,2025-05-21,C0640,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
3509,2025-04-21,C0343,Zapatos Casual,Calzado,4,150000,600000,RedesSociales
3510,2025-04-08,C0594,Chaqueta Jeans,Ropa Unisex,4,220000,880000,RedesSociales
3511,2025-05-19,C0766,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
3512,2025-06-28,C0949,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
3513,2025-01-17,C0733,Tenis Running,Calzado,5,200000,1000000,Web
3514,2025-04-09,C0343,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
3515,2025-03-23,C0097,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
3516,2025-04-14,C0052,Camiseta Negra,Ropa Hombre,2,45000,90000,RedesSociales
3517,2025-06-01,C0175,Zapatos Casual,Calzado,4,150000,600000,Marketplace
3518,2025-01-19,C0338,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
3519,2025-06-14,C0694,Zapatos Casual,Calzado,2,150000,300000,Marketplace
3520,2025-03-26,C0940,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3521,2025-01-08,C0353,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3522,2025-01-28,C0391,Camiseta Blanca,Ropa Hombre,2,40000,80000,RedesSociales
3523,2025-01-05,C0115,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
3524,2025-05-25,C0348,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
3525,2025-04-11,C0001,Tenis Running,Calzado,3,200000,600000,Web
3526,2025-06-13,C0063,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3527,2025-04-28,C0760,Gorra Negra,Accesorios,3,35000,105000,Marketplace
3528,2025-05-27,C0743,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
3529,2025-03-05,C0226,Gorra Negra,Accesorios,2,35000,70000,Web
3530,2025-04-01,C0423,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
3531,2025-04-27,C0019,Bolso de Cuero,Accesorios,2,175000,350000,Web
3532,2025-04-08,C0031,Gorra Negra,Accesorios,1,35000,35000,Web
3533,2025-01-11,C0845,Chaqueta Jeans,Ropa Unisex,1,220000,220000,RedesSociales
3534,2025-02-23,C0633,Bolso de Cuero,Accesorios,2,175000,350000,Web
3535,2025-06-22,C0024,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3536,2025-02-16,C0837,Gorra Negra,Accesorios,5,35000,175000,Web
3537,2025-05-20,C0983,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3538,2025-05-29,C0211,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
3539,2025-05-19,C0961,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
3540,2025-01-05,C0161,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3541,2025-01-20,C0255,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
3542,2025-06-18,C0571,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
3543,2025-02-15,C0114,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
3544,2025-01-12,C0504,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
3545,2025-03-11,C0929,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
3546,2025-01-17,C0672,Zapatos Casual,Calzado,5,150000,750000,Web
3547,2025-04-25,C0955,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
3548,2025-05-27,C0220,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
3549,2025-06-03,C0357,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
3550,2025-02-17,C0169,Zapatos Casual,Calzado,4,150000,600000,Marketplace
3551,2025-04-18,C0524,Jeans Azul,Ropa Mujer,3,120000,360000,Web
3552,2025-02-21,C0969,Gorra Negra,Accesorios,5,35000,175000,Web
3553,2025-04-06,C0242,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
3554,2025-03-11,C0375,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
3555,2025-04-12,C0139,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
3556,2025-03-16,C0097,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
3557,2025-06-10,C0147,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
3558,2025-05-31,C0182,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
3559,2025-05-23,C0057,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
3560,2025-06-04,C0042,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3561,2025-06-28,C0866,Jeans Azul,Ropa Mujer,2,120000,240000,Web
3562,2025-06-30,C0711,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Marketplace
3563,2025-03-23,C0543,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
3564,2025-04-02,C0692,Zapatos Casual,Calzado,4,150000,600000,Web
3565,2025-06-28,C0002,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
3566,2025-06-24,C0979,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
3567,2025-01-04,C0934,Tenis Running,Calzado,3,200000,600000,Web
3568,2025-05-15,C0288,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
3569,2025-04-19,C0138,Gorra Negra,Accesorios,4,35000,140000,Marketplace
3570,2025-06-12,C0617,Jeans Azul,Ropa Mujer,2,120000,240000,Web
